N,alphas,count,dim,fit_priors,lib,lower,max,max3,mean,median,method,min,min3,ort_nodes,ort_size,repeat,skl_nb_nase_estimators,upper
10,0.0,100,200,False,ort,5.3508090786635876e-05,7.4234907515347e-05,5.968799814581871e-05,5.4325171513482926e-05,5.3922529332339764e-05,predict_proba,5.3508090786635876e-05,5.363998934626579e-05,13.0,3076.0,100,,5.8619670101304864e-05
1,0.5,100,1,True,skl,5.709007382392883e-05,0.00010599696543067694,6.687501445412636e-05,5.860353820025921e-05,5.760003114119172e-05,predict,5.709007382392883e-05,5.727296229451895e-05,,,100,1.0,6.868555772438257e-05
1,0.5,100,1,True,ort,3.760890103876591e-05,8.923094719648361e-05,4.283105954527855e-05,3.868656000122428e-05,3.797805402427912e-05,predict,3.760890103876591e-05,3.766396548599005e-05,13.0,1479.0,100,,4.8816340697008164e-05
1,0.5,100,1,True,skl,0.00011577096302062273,0.00016009097453206778,0.00013090204447507858,0.0001181246421765536,0.00011652748798951507,predict_proba,0.00011577096302062273,0.00011588400229811668,,,100,1.0,0.00012868730275079034
1,0.5,100,1,True,ort,3.9551989175379276e-05,5.6543038226664066e-05,4.504306707531214e-05,4.025436122901738e-05,3.987498348578811e-05,predict_proba,3.9551989175379276e-05,3.96540854126215e-05,13.0,1479.0,100,,4.392934072012585e-05
10,0.5,100,1,True,skl,5.919497925788164e-05,8.144602179527283e-05,6.49730209261179e-05,6.021335138939321e-05,5.976902320981026e-05,predict,5.919497925788164e-05,5.945703014731407e-05,,,100,1.0,6.498045269967976e-05
10,0.5,100,1,True,ort,4.106306005269289e-05,6.639899220317602e-05,4.762609023600817e-05,4.1865052189677953e-05,4.141998942941427e-05,predict,4.106306005269289e-05,4.118599463254213e-05,13.0,1479.0,100,,4.706587295596882e-05
10,0.5,100,1,True,skl,0.00012056401465088129,0.0001488060224801302,0.00013657007366418839,0.00012256695772521197,0.0001213169889524579,predict_proba,0.00012056401465088129,0.00012060592416673899,,,100,1.0,0.00013050573423015318
10,0.5,100,1,True,ort,4.75060660392046e-05,6.646395195275545e-05,5.665002390742302e-05,4.858080763369799e-05,4.804646596312523e-05,predict_proba,4.75060660392046e-05,4.774495027959347e-05,13.0,1479.0,100,,5.332830843217643e-05
1,0.5,100,1,False,skl,5.6851073168218136e-05,0.00011437491048127413,6.51640584692359e-05,5.849920911714435e-05,5.743652582168579e-05,predict,5.6851073168218136e-05,5.7072960771620274e-05,,,100,1.0,7.009872311471305e-05
1,0.5,100,1,False,ort,3.786699380725622e-05,9.112304542213678e-05,4.462292417883873e-05,3.8989954628050324e-05,3.817648394033313e-05,predict,3.786699380725622e-05,3.797805402427912e-05,13.0,1479.0,100,,4.964844178473605e-05
1,0.5,100,1,False,skl,0.00011556304525583982,0.00016088492702692747,0.00012956303544342518,0.00011790751246735453,0.00011645205086097121,predict_proba,0.00011556304525583982,0.00011585198808461428,,,100,1.0,0.00012816145225683103
1,0.5,100,1,False,ort,3.9536040276288986e-05,5.6409044191241264e-05,4.483095835894346e-05,4.017987055703998e-05,3.985804505646229e-05,predict_proba,3.9536040276288986e-05,3.9587030187249184e-05,13.0,1479.0,100,,4.373244130703478e-05
10,0.5,100,1,False,skl,5.909393075853586e-05,8.043099660426378e-05,6.533495616167784e-05,6.004335591569543e-05,5.949899787083268e-05,predict,5.909393075853586e-05,5.917600356042385e-05,,,100,1.0,6.482831576821915e-05
10,0.5,100,1,False,ort,4.0858983993530273e-05,6.784009747207165e-05,4.6835048124194145e-05,4.161067772656679e-05,4.118744982406497e-05,predict,4.0858983993530273e-05,4.091800656169653e-05,13.0,1479.0,100,,4.7068656610409216e-05
10,0.5,100,1,False,skl,0.000120918033644557,0.00015175994485616684,0.00013719499111175537,0.00012334244092926383,0.0001217850367538631,predict_proba,0.000120918033644557,0.00012101104948669672,,,100,1.0,0.00013210315282532513
10,0.5,100,1,False,ort,4.740606527775526e-05,6.6920998506248e-05,5.399493966251612e-05,4.811397986486554e-05,4.7732959501445293e-05,predict_proba,4.740606527775526e-05,4.743004683405161e-05,13.0,1479.0,100,,5.22608291315386e-05
1,0.5,100,5,True,skl,5.397002678364515e-05,0.00010485609527677298,6.375403609126806e-05,5.675825523212552e-05,5.5792974308133125e-05,predict,5.397002678364515e-05,5.4187956266105175e-05,,,100,1.0,6.728162374525314e-05
1,0.5,100,5,True,ort,3.561796620488167e-05,8.431996684521437e-05,4.787405487149954e-05,3.7518043536692855e-05,3.6026525776833296e-05,predict,3.561796620488167e-05,3.579992335289717e-05,13.0,1511.0,100,,4.8258411900106983e-05
1,0.5,100,5,True,skl,0.00010922702495008707,0.00015161396004259586,0.00013348693028092384,0.0001141590264160186,0.00011018302757292986,predict_proba,0.00010922702495008707,0.00010930898133665323,,,100,1.0,0.00012910493130738064
1,0.5,100,5,True,ort,3.711704630404711e-05,5.767995025962591e-05,4.919408820569515e-05,3.897170419804752e-05,3.74649534933269e-05,predict_proba,3.711704630404711e-05,3.715499769896269e-05,13.0,1511.0,100,,4.627527711627435e-05
10,0.5,100,5,True,skl,5.5957003496587276e-05,8.21119174361229e-05,7.956195622682571e-05,5.835791234858334e-05,5.6474469602108e-05,predict,5.5957003496587276e-05,5.6070974096655846e-05,,,100,1.0,6.887957254524471e-05
10,0.5,100,5,True,ort,3.858597483485937e-05,6.325100548565388e-05,4.834798164665699e-05,4.0154162561520935e-05,3.894203109666705e-05,predict,3.858597483485937e-05,3.8650003261864185e-05,13.0,1511.0,100,,4.735421704126958e-05
10,0.5,100,5,True,skl,0.00011392496526241302,0.00014680903404951096,0.00013925705570727587,0.00011913104914128781,0.00011505349539220333,predict_proba,0.00011392496526241302,0.00011427607387304306,,,100,1.0,0.00013340306879901443
10,0.5,100,5,True,ort,4.494807217270136e-05,6.377499084919691e-05,5.480495747178793e-05,4.691369831562042e-05,4.660902777686715e-05,predict_proba,4.494807217270136e-05,4.5091030187904835e-05,13.0,1511.0,100,,5.2656468684100236e-05
1,0.5,100,5,False,skl,5.3889001719653606e-05,0.0001025049714371562,7.463805377483368e-05,5.6607455480843785e-05,5.446956492960453e-05,predict,5.3889001719653606e-05,5.410599987953901e-05,,,100,1.0,6.943103898779135e-05
1,0.5,100,5,False,ort,3.6097015254199505e-05,8.447899017482996e-05,4.736101254820824e-05,3.807644359767437e-05,3.6536017432808876e-05,predict,3.6097015254199505e-05,3.6187004297971725e-05,13.0,1511.0,100,,4.924761314596775e-05
1,0.5,100,5,False,skl,0.00010888790711760521,0.00015172595158219337,0.00013359100557863712,0.00011356688104569911,0.00010968500282615423,predict_proba,0.00010888790711760521,0.00010903901420533657,,,100,1.0,0.00012847970787159383
1,0.5,100,5,False,ort,3.7458958104252815e-05,5.307199899107218e-05,4.922307562083006e-05,3.892027889378369e-05,3.7771009374409914e-05,predict_proba,3.7458958104252815e-05,3.7504942156374454e-05,13.0,1511.0,100,,4.501991943416977e-05
10,0.5,100,5,False,skl,5.590100772678852e-05,7.827300578355789e-05,7.525307592004538e-05,5.80883480142802e-05,5.631550448015332e-05,predict,5.590100772678852e-05,5.5919052101671696e-05,,,100,1.0,6.731016582562548e-05
10,0.5,100,5,False,ort,3.8743019104003906e-05,6.0900929383933544e-05,4.846695810556412e-05,4.029196221381426e-05,3.922247560694814e-05,predict,3.8743019104003906e-05,3.8946978747844696e-05,13.0,1511.0,100,,4.690846495982332e-05
10,0.5,100,5,False,skl,0.0001139460364356637,0.00014120701234787703,0.0001329210354015231,0.00011841895524412393,0.00011477299267426133,predict_proba,0.0001139460364356637,0.0001141569809988141,,,100,1.0,0.0001317790629848142
10,0.5,100,5,False,ort,4.524306859821081e-05,6.25120010226965e-05,5.494803190231323e-05,4.6855190303176644e-05,4.563800757750869e-05,predict_proba,4.524306859821081e-05,4.526402335613966e-05,13.0,1511.0,100,,5.310709053790042e-05
1,0.5,100,10,True,skl,5.373498424887657e-05,0.00010179600212723017,7.227598689496517e-05,5.65420335624367e-05,5.421595415100455e-05,predict,5.373498424887657e-05,5.3819967433810234e-05,,,100,1.0,6.889628702998429e-05
1,0.5,100,10,True,ort,3.5792007111012936e-05,8.437898941338062e-05,4.5572989620268345e-05,3.753910190425813e-05,3.6111974623054266e-05,predict,3.5792007111012936e-05,3.5841017961502075e-05,13.0,1551.0,100,,4.8367367976108026e-05
1,0.5,100,10,True,skl,0.00010947801638394594,0.00015506602358072996,0.0001395109575241804,0.00011397448251955211,0.00011039548553526402,predict_proba,0.00010947801638394594,0.00010954705066978931,,,100,1.0,0.00012996810707781347
1,0.5,100,10,True,ort,3.7485966458916664e-05,0.00010909803677350283,4.7322013415396214e-05,3.934226115234196e-05,3.7801568396389484e-05,predict_proba,3.7485966458916664e-05,3.7529971450567245e-05,13.0,1551.0,100,,5.4042347210857215e-05
10,0.5,100,10,True,skl,5.5897049605846405e-05,8.357095066457987e-05,7.004104554653168e-05,5.827583372592926e-05,5.648046499118209e-05,predict,5.5897049605846405e-05,5.6131044402718544e-05,,,100,1.0,6.702743678463886e-05
10,0.5,100,10,True,ort,3.8841040804982185e-05,6.998504977673292e-05,4.850002005696297e-05,4.0522183990105984e-05,3.9348495192825794e-05,predict,3.8841040804982185e-05,3.9054895751178265e-05,13.0,1551.0,100,,4.81157684173087e-05
10,0.5,100,10,True,skl,0.0001141850370913744,0.0001495330361649394,0.00014282704796642065,0.0001189311605412513,0.0001150110037997365,predict_proba,0.0001141850370913744,0.00011425500269979239,,,100,1.0,0.00013391279043196153
10,0.5,100,10,True,ort,4.541792441159487e-05,6.792601197957993e-05,6.519898306578398e-05,4.774182569235563e-05,4.593649646267295e-05,predict_proba,4.541792441159487e-05,4.552304744720459e-05,13.0,1551.0,100,,5.723231878888458e-05
1,0.5,100,10,False,skl,5.399296060204506e-05,0.00010429101530462503,6.839493289589882e-05,5.632881191559136e-05,5.437701474875212e-05,predict,5.399296060204506e-05,5.4070958867669106e-05,,,100,1.0,6.823586434600735e-05
1,0.5,100,10,False,ort,3.592099528759718e-05,8.386396802961826e-05,4.5258086174726486e-05,3.7619336508214475e-05,3.628997365012765e-05,predict,3.592099528759718e-05,3.6019948311150074e-05,13.0,1551.0,100,,4.797985346172667e-05
1,0.5,100,10,False,skl,0.00010943098459392786,0.00015376496594399214,0.00013322907034307718,0.00011400342104025186,0.00011015398195013404,predict_proba,0.00010943098459392786,0.00010958896018564701,,,100,1.0,0.00012934465635634703
1,0.5,100,10,False,ort,3.748002927750349e-05,5.614594556391239e-05,4.710908979177475e-05,3.883066470734775e-05,3.782706335186958e-05,predict_proba,3.748002927750349e-05,3.75120434910059e-05,13.0,1551.0,100,,4.4797545638604054e-05
10,0.5,100,10,False,skl,5.5871088989079e-05,8.798402268439531e-05,7.348996587097645e-05,5.820739548653364e-05,5.62510103918612e-05,predict,5.5871088989079e-05,5.5887969210743904e-05,,,100,1.0,6.812288627342201e-05
10,0.5,100,10,False,ort,3.911997191607952e-05,6.527197547256947e-05,4.896603059023619e-05,4.089154535904527e-05,3.939151065424085e-05,predict,3.911997191607952e-05,3.9155944250524044e-05,13.0,1551.0,100,,4.875753977567567e-05
10,0.5,100,10,False,skl,0.00011358701158314943,0.00014677201397717,0.00014091096818447113,0.00011964917532168328,0.00011492503108456731,predict_proba,0.00011358701158314943,0.0001141820102930069,,,100,1.0,0.0001358675281108934
10,0.5,100,10,False,ort,4.545098636299372e-05,7.24300043657422e-05,5.545199383050203e-05,4.712201771326363e-05,4.591146716848016e-05,predict_proba,4.545098636299372e-05,4.5530032366514206e-05,13.0,1551.0,100,,5.539853660829858e-05
1,0.5,100,20,True,skl,5.4080039262771606e-05,9.908189531415701e-05,6.86330022290349e-05,5.6226999731734395e-05,5.4537958931177855e-05,predict,5.4080039262771606e-05,5.413999315351248e-05,,,100,1.0,6.693797461911809e-05
1,0.5,100,20,True,ort,3.600690979510546e-05,8.954806253314018e-05,4.607799928635359e-05,3.8309438386932016e-05,3.702152753248811e-05,predict,3.600690979510546e-05,3.612309228628874e-05,13.0,1633.0,100,,5.0281255916270125e-05
1,0.5,100,20,True,skl,0.00010934099555015564,0.00015702401287853718,0.00013255898375064135,0.00011381578748114408,0.00010999455116689205,predict_proba,0.00010934099555015564,0.00010940397623926401,,,100,1.0,0.00012983002040105833
1,0.5,100,20,True,ort,3.726209979504347e-05,6.504904013127089e-05,5.249492824077606e-05,3.8692058296874166e-05,3.7533463910222054e-05,predict_proba,3.726209979504347e-05,3.7292949855327606e-05,13.0,1633.0,100,,4.695475158259012e-05
10,0.5,100,20,True,skl,5.629903171211481e-05,7.950502913445234e-05,6.687792483717203e-05,5.8637693291530014e-05,5.6733551900833845e-05,predict,5.629903171211481e-05,5.6394957937300205e-05,,,100,1.0,6.718547023584352e-05
10,0.5,100,20,True,ort,3.923999611288309e-05,6.603298243135214e-05,4.933401942253113e-05,4.123279941268265e-05,3.967696102336049e-05,predict,3.923999611288309e-05,3.932707477360964e-05,13.0,1633.0,100,,4.9745575470594096e-05
10,0.5,100,20,True,skl,0.00011430401355028152,0.0001534069888293743,0.00014494801871478558,0.00011926166363991797,0.00011545896995812654,predict_proba,0.00011430401355028152,0.0001144020352512598,,,100,1.0,0.00013453647776212645
10,0.5,100,20,True,ort,4.567601718008518e-05,7.283093873411417e-05,6.1208033002913e-05,4.7860095510259274e-05,4.61484887637198e-05,predict_proba,4.567601718008518e-05,4.578195512294769e-05,13.0,1633.0,100,,5.717427710698992e-05
1,0.5,100,20,False,skl,5.3851050324738026e-05,0.00010307796765118837,7.655797526240349e-05,5.647624842822552e-05,5.427695577964187e-05,predict,5.3851050324738026e-05,5.391496233642101e-05,,,100,1.0,6.899308184098982e-05
1,0.5,100,20,False,ort,3.598397597670555e-05,8.356699254363775e-05,4.5271008275449276e-05,3.746844828128815e-05,3.6299985367804766e-05,predict,3.598397597670555e-05,3.603298682719469e-05,13.0,1633.0,100,,4.754605842177883e-05
1,0.5,100,20,False,skl,0.00010896800085902214,0.00015375798102468252,0.000135716050863266,0.0001135786168742925,0.00011014146730303764,predict_proba,0.00010896800085902214,0.00010919198393821716,,,100,1.0,0.0001283555655157732
1,0.5,100,20,False,ort,3.7400983273983e-05,6.543600466102362e-05,4.690897185355425e-05,3.867696854285896e-05,3.7690973840653896e-05,predict_proba,3.7400983273983e-05,3.74640803784132e-05,13.0,1633.0,100,,4.550560937199977e-05
10,0.5,100,20,False,skl,5.620601586997509e-05,8.161505684256554e-05,6.906106136739254e-05,5.859384429641068e-05,5.8074074331671e-05,predict,5.620601586997509e-05,5.634094122797251e-05,,,100,1.0,6.593716440448532e-05
10,0.5,100,20,False,ort,3.922299947589636e-05,6.559793837368488e-05,5.2939984016120434e-05,4.097127122804522e-05,3.960606409236789e-05,predict,3.922299947589636e-05,3.929599188268185e-05,13.0,1633.0,100,,4.8891410758312404e-05
10,0.5,100,20,False,skl,0.00011435698252171278,0.0001445729285478592,0.00013745191972702742,0.00011885155690833926,0.0001152979675680399,predict_proba,0.00011435698252171278,0.00011444801930338144,,,100,1.0,0.00013302520109451015
10,0.5,100,20,False,ort,4.58649592474103e-05,7.81399430707097e-05,7.049995474517345e-05,4.8026343574747446e-05,4.625850124284625e-05,predict_proba,4.58649592474103e-05,4.591804463416338e-05,13.0,1633.0,100,,5.865404324910968e-05
1,0.5,100,50,True,skl,5.388201680034399e-05,0.00011055299546569586,6.943196058273315e-05,5.632346263155341e-05,5.4361531510949135e-05,predict,5.388201680034399e-05,5.3965020924806595e-05,,,100,1.0,6.917262638250177e-05
1,0.5,100,50,True,ort,3.61510319635272e-05,8.910102769732475e-05,4.571897443383932e-05,3.819463425315916e-05,3.654998727142811e-05,predict,3.61510319635272e-05,3.621692303568125e-05,13.0,1873.0,100,,5.0309131583498237e-05
1,0.5,100,50,True,skl,0.00010869908146560192,0.00016998103819787502,0.00013193197082728148,0.00011339645483531058,0.00010970747098326683,predict_proba,0.00010869908146560192,0.00010882108472287655,,,100,1.0,0.0001306426209747891
1,0.5,100,50,True,ort,3.750994801521301e-05,5.752802826464176e-05,4.905101377516985e-05,3.916864166967571e-05,3.790995106101036e-05,predict_proba,3.750994801521301e-05,3.763602580875158e-05,13.0,1873.0,100,,4.61215133362843e-05
10,0.5,100,50,True,skl,5.662802141159773e-05,8.482800330966711e-05,7.447204552590847e-05,5.891947308555245e-05,5.716894520446658e-05,predict,5.662802141159773e-05,5.668005906045437e-05,,,100,1.0,6.800109148414211e-05
10,0.5,100,50,True,ort,4.156504292041063e-05,7.827999070286751e-05,5.1900045946240425e-05,4.362048231996596e-05,4.214252112433314e-05,predict,4.156504292041063e-05,4.184199497103691e-05,13.0,1873.0,100,,5.248460824494449e-05
10,0.5,100,50,True,skl,0.00011485896538943052,0.0001540790544822812,0.00013842398766428232,0.0001198347529862076,0.00011630443623289466,predict_proba,0.00011485896538943052,0.00011520599946379662,,,100,1.0,0.00013389586414204447
10,0.5,100,50,True,ort,4.81950119137764e-05,6.585102528333664e-05,5.804398097097874e-05,4.981089849025011e-05,4.857243038713932e-05,predict_proba,4.81950119137764e-05,4.8310961574316025e-05,13.0,1873.0,100,,5.610467736127411e-05
1,0.5,100,50,False,skl,5.407002754509449e-05,0.00010821898467838764,7.502001244574785e-05,5.808901507407427e-05,5.5976968724280596e-05,predict,5.407002754509449e-05,5.443196278065443e-05,,,100,1.0,7.16382079962309e-05
1,0.5,100,50,False,ort,3.7068966776132584e-05,9.286892600357533e-05,4.3945969082415104e-05,3.8424755912274124e-05,3.748299786821008e-05,predict,3.7068966776132584e-05,3.717304207384586e-05,13.0,1873.0,100,,5.0396358766078555e-05
1,0.5,100,50,False,skl,0.00010937592014670372,0.00015887001063674688,0.00013290601782500744,0.00011419022455811501,0.00011045054998248816,predict_proba,0.00010937592014670372,0.00010950991418212652,,,100,1.0,0.00013116822427815386
1,0.5,100,50,False,ort,3.762601409107447e-05,5.504000000655651e-05,5.203799810260534e-05,3.9054532535374165e-05,3.797595854848623e-05,predict_proba,3.762601409107447e-05,3.7695979699492455e-05,13.0,1873.0,100,,4.5727699781717474e-05
10,0.5,100,50,False,skl,5.667400546371937e-05,9.770505130290985e-05,7.459206972271204e-05,5.91406156308949e-05,5.716795567423105e-05,predict,5.667400546371937e-05,5.6807068176567554e-05,,,100,1.0,7.023481365598806e-05
10,0.5,100,50,False,ort,4.13029920309782e-05,6.735499482601881e-05,5.3203082643449306e-05,4.304093774408102e-05,4.163646372035146e-05,predict,4.13029920309782e-05,4.133698530495167e-05,13.0,1873.0,100,,5.0792544275303617e-05
10,0.5,100,50,False,skl,0.00011508294846862555,0.00015386799350380898,0.00014001294039189816,0.00011973524116910994,0.00011606753105297685,predict_proba,0.00011508294846862555,0.00011517107486724854,,,100,1.0,0.00013412868895867742
10,0.5,100,50,False,ort,4.77619469165802e-05,6.598408799618483e-05,6.345799192786217e-05,4.957520985044539e-05,4.828302189707756e-05,predict_proba,4.77619469165802e-05,4.786404315382242e-05,13.0,1873.0,100,,5.666859039620461e-05
1,0.5,100,100,True,skl,5.5616023018956184e-05,0.00010851304978132248,7.827603258192539e-05,5.832784343510866e-05,5.614745896309614e-05,predict,5.5616023018956184e-05,5.576689727604389e-05,,,100,1.0,7.1596184223638e-05
1,0.5,100,100,True,ort,3.7326011806726456e-05,9.212607983499765e-05,4.7215959057211876e-05,3.919233335182071e-05,3.769202157855034e-05,predict,3.7326011806726456e-05,3.739295061677694e-05,13.0,2273.0,100,,5.082914318644905e-05
1,0.5,100,100,True,skl,0.00011248094961047173,0.0001590329920873046,0.000137062044814229,0.00011734092491678894,0.00011338450713083148,predict_proba,0.00011248094961047173,0.00011277501471340656,,,100,1.0,0.00013270404909775902
1,0.5,100,100,True,ort,3.896397538483143e-05,6.272201426327229e-05,4.901899956166744e-05,4.0528577519580724e-05,3.926950739696622e-05,predict_proba,3.896397538483143e-05,3.906607162207365e-05,13.0,2273.0,100,,4.7834324505419385e-05
10,0.5,100,100,True,skl,5.961896385997534e-05,8.325395174324512e-05,7.828907109797001e-05,6.20435900054872e-05,6.011204095557332e-05,predict,5.961896385997534e-05,5.973200313746929e-05,,,100,1.0,7.150019082945805e-05
10,0.5,100,100,True,ort,4.3705920688807964e-05,6.971799302846193e-05,5.431496538221836e-05,4.541924106888473e-05,4.406546941027045e-05,predict,4.3705920688807964e-05,4.378100857138634e-05,13.0,2273.0,100,,5.3608625377267074e-05
10,0.5,100,100,True,skl,0.00012005399912595749,0.00015852495562285185,0.0001529030269011855,0.00012501328368671238,0.00012123648775741458,predict_proba,0.00012005399912595749,0.00012029800564050674,,,100,1.0,0.00014118349406718156
10,0.5,100,100,True,ort,5.034194327890873e-05,7.385795470327139e-05,6.561202462762594e-05,5.208669463172555e-05,5.076697561889887e-05,predict_proba,5.034194327890873e-05,5.0453003495931625e-05,13.0,2273.0,100,,5.984167369628899e-05
1,0.5,100,100,False,skl,5.5832089856266975e-05,0.0001180529361590743,7.428694516420364e-05,5.8666643453761936e-05,5.6262477301061153e-05,predict,5.5832089856266975e-05,5.592999514192343e-05,,,100,1.0,7.294659336776549e-05
1,0.5,100,100,False,ort,3.739201929420233e-05,9.510607924312353e-05,4.89730155095458e-05,3.9107934571802613e-05,3.7777004763484e-05,predict,3.739201929420233e-05,3.745302092283964e-05,13.0,2273.0,100,,5.131246194054696e-05
1,0.5,100,100,False,skl,0.00011232297401875257,0.00018165609799325466,0.0001358219888061285,0.00011740126879885792,0.0001138410298153758,predict_proba,0.00011232297401875257,0.00011278700549155474,,,100,1.0,0.00013486444480553963
1,0.5,100,100,False,ort,3.8650003261864185e-05,6.41699880361557e-05,4.885799717158079e-05,4.0293713100254534e-05,3.905745688825846e-05,predict_proba,3.8650003261864185e-05,3.877200651913881e-05,13.0,2273.0,100,,4.778882290026588e-05
10,0.5,100,100,False,skl,5.96559839323163e-05,8.208095096051693e-05,7.001601625233889e-05,6.177902454510331e-05,6.017397390678525e-05,predict,5.96559839323163e-05,5.981908179819584e-05,,,100,1.0,6.944047110811743e-05
10,0.5,100,100,False,ort,4.359206650406122e-05,6.754999049007893e-05,5.744199734181166e-05,4.5238233869895336e-05,4.394695861265063e-05,predict,4.359206650406122e-05,4.3662963435053825e-05,13.0,2273.0,100,,5.2927918017271125e-05
10,0.5,100,100,False,skl,0.00011950102634727955,0.00015346601139754057,0.00014859705697745085,0.00012457363540306686,0.00012046046322211623,predict_proba,0.00011950102634727955,0.00011969602201133966,,,100,1.0,0.0001403913804110216
10,0.5,100,100,False,ort,5.020294338464737e-05,7.993297185748816e-05,6.880506407469511e-05,5.227363202720881e-05,5.0591013859957457e-05,predict_proba,5.020294338464737e-05,5.026895087212324e-05,13.0,2273.0,100,,6.192380736022476e-05
1,0.5,100,200,True,skl,5.756807513535023e-05,0.00013741094153374434,6.670108996331692e-05,5.9131054440513255e-05,5.7952478528022766e-05,predict,5.756807513535023e-05,5.7595083490014076e-05,,,100,1.0,7.489532687305573e-05
1,0.5,100,200,True,ort,3.9068982005119324e-05,0.00010764505714178085,4.590593744069338e-05,4.025241010822356e-05,3.938097506761551e-05,predict,3.9068982005119324e-05,3.9104954339563847e-05,13.0,3076.0,100,,5.366671522838507e-05
1,0.5,100,200,True,skl,0.00011643290054053068,0.00016469904221594334,0.00013275793753564358,0.00011900924379006028,0.00011721352348104119,predict_proba,0.00011643290054053068,0.00011656398419290781,,,100,1.0,0.0001302512787520543
1,0.5,100,200,True,ort,4.05989121645689e-05,9.677000343799591e-05,4.6947039663791656e-05,4.1917514754459264e-05,4.1072547901421785e-05,predict_proba,4.05989121645689e-05,4.064792301505804e-05,13.0,3076.0,100,,5.2955640147517436e-05
10,0.5,100,200,True,skl,6.3554965890944e-05,0.00011736992746591568,7.039005868136883e-05,6.497759954072535e-05,6.403349107131362e-05,predict,6.3554965890944e-05,6.368302274495363e-05,,,100,1.0,7.578174877632198e-05
10,0.5,100,200,True,ort,4.704098682850599e-05,9.30780079215765e-05,5.332799628376961e-05,4.823204479180276e-05,4.756404086947441e-05,predict,4.704098682850599e-05,4.7113047912716866e-05,13.0,3076.0,100,,5.7277182990801616e-05
10,0.5,100,200,True,skl,0.00012564100325107574,0.0001693270169198513,0.00014051201287657022,0.00012804134632460773,0.0001265389728359878,predict_proba,0.00012564100325107574,0.00012584892101585865,,,100,1.0,0.00013829810934995175
10,0.5,100,200,True,ort,5.384394899010658e-05,7.792608812451363e-05,6.0542020946741104e-05,5.4885302670300004e-05,5.431548925116658e-05,predict_proba,5.384394899010658e-05,5.3931958973407745e-05,13.0,3076.0,100,,6.001897348407742e-05
1,0.5,100,200,False,skl,5.763396620750427e-05,0.00014615594409406185,6.600900087505579e-05,5.934696877375245e-05,5.79824554733932e-05,predict,5.763396620750427e-05,5.771301221102476e-05,,,100,1.0,7.680491676626534e-05
1,0.5,100,200,False,ort,3.9323000237345695e-05,0.00011162902228534222,4.560593515634537e-05,4.055015160702169e-05,3.966351505368948e-05,predict,3.9323000237345695e-05,3.937294241040945e-05,13.0,3076.0,100,,5.466733217980716e-05
1,0.5,100,200,False,skl,0.00011601205915212631,0.00016583700198680162,0.0001317920396104455,0.00011839434504508973,0.00011681602336466312,predict_proba,0.00011601205915212631,0.00011616607662290335,,,100,1.0,0.00012992051957595946
1,0.5,100,200,False,ort,4.0696002542972565e-05,5.897297523915768e-05,4.6735978685319424e-05,4.150378284975887e-05,4.116701893508434e-05,predict_proba,4.0696002542972565e-05,4.07929765060544e-05,13.0,3076.0,100,,4.539669409698393e-05
10,0.5,100,200,False,skl,6.335705984383821e-05,9.569898247718811e-05,7.057399488985538e-05,6.45025516860187e-05,6.389344343915582e-05,predict,6.335705984383821e-05,6.344506982713938e-05,,,100,1.0,7.121916831461661e-05
10,0.5,100,200,False,ort,4.6786037273705006e-05,8.342089131474495e-05,5.275697913020849e-05,4.781503695994615e-05,4.723196616396308e-05,predict,4.6786037273705006e-05,4.684296436607838e-05,13.0,3076.0,100,,5.510475141926269e-05
10,0.5,100,200,False,skl,0.0001252569491043687,0.00016310601495206356,0.00014091306366026402,0.00012770583853125573,0.00012619397602975368,predict_proba,0.0001252569491043687,0.00012546801008284092,,,100,1.0,0.00013731638992839153
