N,alphas,count,dim,fit_priors,lib,lower,max,max3,mean,median,method,min,min3,ort_nodes,ort_size,repeat,skl_nb_nase_estimators,upper
10,0.5,100,200,False,ort,5.369901191443205e-05,7.538392674177885e-05,5.9943064115941525e-05,5.460465443320572e-05,5.418248474597931e-05,predict_proba,5.369901191443205e-05,5.3821015171706676e-05,13.0,3076.0,100,,5.905499656551908e-05
1,1.0,100,1,True,skl,5.723105277866125e-05,0.00011429004371166229,6.474391557276249e-05,5.867023603059351e-05,5.764851812273264e-05,predict,5.723105277866125e-05,5.730695556849241e-05,,,100,1.0,7.011351352040876e-05
1,1.0,100,1,True,ort,3.7627993151545525e-05,8.874409832060337e-05,4.4016982428729534e-05,3.867337945848703e-05,3.798998659476638e-05,predict,3.7627993151545525e-05,3.767898306250572e-05,13.0,1479.0,100,,4.87332287587619e-05
1,1.0,100,1,True,skl,0.00011574698146432638,0.00016100495122373104,0.00012849108316004276,0.00011808537179604173,0.00011658802395686507,predict_proba,0.00011574698146432638,0.00011594302486628294,,,100,1.0,0.0001284177102829644
1,1.0,100,1,True,ort,3.945198841392994e-05,5.855399649590254e-05,4.573992919176817e-05,4.018563777208328e-05,3.976543666794896e-05,predict_proba,3.945198841392994e-05,3.950297832489014e-05,13.0,1479.0,100,,4.4280063683269896e-05
10,1.0,100,1,True,skl,5.9248064644634724e-05,8.209701627492905e-05,6.492598913609982e-05,6.003257120028138e-05,5.9523910749703646e-05,predict,5.9248064644634724e-05,5.925795994699001e-05,,,100,1.0,6.500260518629412e-05
10,1.0,100,1,True,ort,4.052591975778341e-05,6.66080741211772e-05,4.6726083382964134e-05,4.138692282140255e-05,4.092603921890259e-05,predict,4.052591975778341e-05,4.06589824706316e-05,13.0,1479.0,100,,4.671363129815384e-05
10,1.0,100,1,True,skl,0.00012080895248800516,0.00015097204595804214,0.00013404199853539467,0.00012281182338483632,0.00012152048293501139,predict_proba,0.00012080895248800516,0.0001209150068461895,,,100,1.0,0.000130704295420557
10,1.0,100,1,True,ort,4.775996785610914e-05,6.55910698696971e-05,5.3727999329566956e-05,4.841318354010582e-05,4.803703632205725e-05,predict_proba,4.775996785610914e-05,4.779093433171511e-05,13.0,1479.0,100,,5.2249485501920934e-05
1,1.0,100,1,False,skl,5.697098094969988e-05,0.0001097129425033927,6.493506953120232e-05,5.8464561589062215e-05,5.7461962569504976e-05,predict,5.697098094969988e-05,5.711894482374191e-05,,,100,1.0,6.927365400222075e-05
1,1.0,100,1,False,ort,3.8059079088270664e-05,8.883897680789232e-05,4.412198904901743e-05,3.910511382855475e-05,3.841053694486618e-05,predict,3.8059079088270664e-05,3.812904469668865e-05,13.0,1479.0,100,,4.9068756847141035e-05
1,1.0,100,1,False,skl,0.00011586397886276245,0.0001646449090912938,0.000130290980450809,0.00011810980853624642,0.00011662597535178065,predict_proba,0.00011586397886276245,0.00011596700642257929,,,100,1.0,0.00012898519751851345
1,1.0,100,1,False,ort,3.973301500082016e-05,5.7213008403778076e-05,4.5102089643478394e-05,4.036053782328963e-05,4.003901267424226e-05,predict_proba,3.973301500082016e-05,3.9819045923650265e-05,13.0,1479.0,100,,4.405128009422453e-05
10,1.0,100,1,False,skl,5.928205791860819e-05,8.320098277181387e-05,6.568594835698605e-05,6.02240685839206e-05,5.966948810964823e-05,predict,5.928205791860819e-05,5.93370059505105e-05,,,100,1.0,6.545564607875297e-05
10,1.0,100,1,False,ort,4.0826969780027866e-05,6.795697845518589e-05,4.574703052639961e-05,4.171572159975767e-05,4.1232502553611994e-05,predict,4.0826969780027866e-05,4.0996004827320576e-05,13.0,1479.0,100,,4.718918658176185e-05
10,1.0,100,1,False,skl,0.00012095400597900152,0.00014996097888797522,0.0001353629631921649,0.00012310015852563084,0.00012184551451355219,predict_proba,0.00012095400597900152,0.00012110092211514711,,,100,1.0,0.00013099886003310288
10,1.0,100,1,False,ort,4.776299465447664e-05,6.796000525355339e-05,5.3107040002942085e-05,4.8556005349382755e-05,4.812248516827822e-05,predict_proba,4.776299465447664e-05,4.785996861755848e-05,13.0,1479.0,100,,5.282169993582186e-05
1,1.0,100,5,True,skl,5.5628945119678974e-05,0.00010673701763153076,7.095898035913706e-05,5.716245505027473e-05,5.601753946393728e-05,predict,5.5628945119678974e-05,5.574198439717293e-05,,,100,1.0,6.865637100417865e-05
1,1.0,100,5,True,ort,3.6897952668368816e-05,8.620903827250004e-05,5.364092066884041e-05,3.8319772575050595e-05,3.7118501495569944e-05,predict,3.6897952668368816e-05,3.692600876092911e-05,13.0,1511.0,100,,4.9811518003803664e-05
1,1.0,100,5,True,skl,0.00010928197298198938,0.0001719180727377534,0.00014074193313717842,0.00011576580698601901,0.00011327752145007253,predict_proba,0.00010928197298198938,0.00010945100802928209,,,100,1.0,0.0001356576411714326
1,1.0,100,5,True,ort,3.732496406883001e-05,5.434302147477865e-05,4.6671018935739994e-05,3.888796898536384e-05,3.766053123399615e-05,predict_proba,3.732496406883001e-05,3.741402179002762e-05,13.0,1511.0,100,,4.5135674336106534e-05
10,1.0,100,5,True,skl,5.601195152848959e-05,7.836008444428444e-05,7.408193778246641e-05,5.803582025691867e-05,5.650799721479416e-05,predict,5.601195152848959e-05,5.6141987442970276e-05,,,100,1.0,6.610678638518055e-05
10,1.0,100,5,True,ort,3.875396214425564e-05,6.570701953023672e-05,4.86449571326375e-05,4.0261616231873634e-05,3.9157981518656015e-05,predict,3.875396214425564e-05,3.892905078828335e-05,13.0,1511.0,100,,4.745656718974448e-05
10,1.0,100,5,True,skl,0.00011337304022163153,0.00014339201152324677,0.00013742304872721434,0.00011804790236055851,0.00011469604214653373,predict_proba,0.00011337304022163153,0.0001137610524892807,,,100,1.0,0.0001303451953904462
10,1.0,100,5,True,ort,4.518695641309023e-05,6.477604620158672e-05,5.9542013332247734e-05,4.72972565330565e-05,4.556553903967142e-05,predict_proba,4.518695641309023e-05,4.528602585196495e-05,13.0,1511.0,100,,5.516976042226471e-05
1,1.0,100,5,False,skl,5.3999945521354675e-05,0.00010317005217075348,7.499894127249718e-05,5.642740987241268e-05,5.434051854535937e-05,predict,5.3999945521354675e-05,5.405698902904987e-05,,,100,1.0,6.963941529711873e-05
1,1.0,100,5,False,ort,3.540492616593838e-05,8.451496250927448e-05,4.551000893115997e-05,3.75253229867667e-05,3.5887525882571936e-05,predict,3.540492616593838e-05,3.5541015677154064e-05,13.0,1511.0,100,,4.843365214874672e-05
1,1.0,100,5,False,skl,0.00010847300291061401,0.00015376298688352108,0.000134785077534616,0.00011370006366632879,0.00010984553955495358,predict_proba,0.00010847300291061401,0.00010904902592301369,,,100,1.0,0.00012950661617115803
1,1.0,100,5,False,ort,3.7407036870718e-05,5.339598283171654e-05,4.763994365930557e-05,3.8973633199930193e-05,3.7770019844174385e-05,predict_proba,3.7407036870718e-05,3.75059898942709e-05,13.0,1511.0,100,,4.526250192779578e-05
10,1.0,100,5,False,skl,5.585700273513794e-05,8.58190469443798e-05,7.002195343375206e-05,5.8136665029451254e-05,5.639955634251237e-05,predict,5.585700273513794e-05,5.602405872195959e-05,,,100,1.0,6.705429801378635e-05
10,1.0,100,5,False,ort,3.881193697452545e-05,7.290905341506004e-05,5.302508361637592e-05,4.070780356414616e-05,3.907748032361269e-05,predict,3.881193697452545e-05,3.882602322846651e-05,13.0,1511.0,100,,4.979788650440796e-05
10,1.0,100,5,False,skl,0.00011350493878126144,0.00014991604257375002,0.0001402059569954872,0.00011798892286606133,0.00011458649532869458,predict_proba,0.00011350493878126144,0.00011371902655810118,,,100,1.0,0.0001325728240119114
10,1.0,100,5,False,ort,4.534295294433832e-05,6.341608241200447e-05,5.577504634857178e-05,4.707846441306174e-05,4.5718508772552013e-05,predict_proba,4.534295294433832e-05,4.537799395620823e-05,13.0,1511.0,100,,5.4034514920405e-05
1,1.0,100,10,True,skl,5.402299575507641e-05,0.00011498702224344015,6.979599129408598e-05,5.672212806530297e-05,5.466904258355498e-05,predict,5.402299575507641e-05,5.4194009862840176e-05,,,100,1.0,6.987470672834577e-05
1,1.0,100,10,True,ort,3.566395025700331e-05,9.946501813828945e-05,4.678696859627962e-05,3.76596802379936e-05,3.622000804170966e-05,predict,3.566395025700331e-05,3.590609412640333e-05,13.0,1551.0,100,,5.067079327968875e-05
1,1.0,100,10,True,skl,0.00010926404502242804,0.0001580700045451522,0.00013031810522079468,0.00011418416630476713,0.00011104601435363293,predict_proba,0.00010926404502242804,0.00010941701475530863,,,100,1.0,0.00012808530144240698
1,1.0,100,10,True,ort,3.742997068911791e-05,5.696294829249382e-05,4.7408975660800934e-05,3.876688540913165e-05,3.772648051381111e-05,predict_proba,3.742997068911791e-05,3.7495046854019165e-05,13.0,1551.0,100,,4.521679097705095e-05
10,1.0,100,10,True,skl,5.58680621907115e-05,7.785600610077381e-05,7.369904778897762e-05,5.801837076433003e-05,5.63080538995564e-05,predict,5.58680621907115e-05,5.592301022261381e-05,,,100,1.0,6.612247351812177e-05
10,1.0,100,10,True,ort,3.8809957914054394e-05,6.245297845453024e-05,4.9678958021104336e-05,4.0426639607176185e-05,3.917096182703972e-05,predict,3.8809957914054394e-05,3.887398634105921e-05,13.0,1551.0,100,,4.767421647724721e-05
10,1.0,100,10,True,skl,0.00011376908514648676,0.00015050196088850498,0.00013769196812063456,0.00011833737371489406,0.00011478748638182878,predict_proba,0.00011376908514648676,0.00011395302135497332,,,100,1.0,0.00013183449386944233
10,1.0,100,10,True,ort,4.5264954678714275e-05,7.099309004843235e-05,5.4900068789720535e-05,4.7028502449393273e-05,4.581653047353029e-05,predict_proba,4.5264954678714275e-05,4.533806350082159e-05,13.0,1551.0,100,,5.409104256127054e-05
1,1.0,100,10,False,skl,5.400402005761862e-05,0.00010547693818807602,7.98830296844244e-05,5.66241517663002e-05,5.448702722787857e-05,predict,5.400402005761862e-05,5.417608190327883e-05,,,100,1.0,6.987173140094546e-05
1,1.0,100,10,False,ort,3.594602458178997e-05,8.553999941796064e-05,4.646694287657738e-05,3.810926456935704e-05,3.726803697645664e-05,predict,3.594602458178997e-05,3.613508306443691e-05,13.0,1551.0,100,,4.8936543736927655e-05
1,1.0,100,10,False,skl,0.00010939594358205795,0.00015188497491180897,0.00014358200132846832,0.00011442548246122897,0.00011043599806725979,predict_proba,0.00010939594358205795,0.00010951794683933258,,,100,1.0,0.00012978934034132083
1,1.0,100,10,False,ort,3.727199509739876e-05,6.224401295185089e-05,4.789303056895733e-05,3.88820911757648e-05,3.776053199544549e-05,predict_proba,3.727199509739876e-05,3.7470017559826374e-05,13.0,1551.0,100,,4.6191959549872785e-05
10,1.0,100,10,False,skl,5.6060031056404114e-05,7.925601676106453e-05,7.390300743281841e-05,5.809807451441884e-05,5.65284863114357e-05,predict,5.6060031056404114e-05,5.621102172881365e-05,,,100,1.0,6.630763861220607e-05
10,1.0,100,10,False,ort,3.9326027035713196e-05,6.839900743216276e-05,5.025393329560757e-05,4.106090986169875e-05,4.042347427457571e-05,predict,3.9326027035713196e-05,3.948493395000696e-05,13.0,1551.0,100,,4.787858832965533e-05
10,1.0,100,10,False,skl,0.00011382007505744696,0.00015704799443483353,0.0001431669807061553,0.00011886324151419103,0.00011493702186271548,predict_proba,0.00011382007505744696,0.00011399504728615284,,,100,1.0,0.0001346656088206183
10,1.0,100,10,False,ort,4.5576016418635845e-05,7.139099761843681e-05,5.540892016142607e-05,4.764290992170572e-05,4.613999044522643e-05,predict_proba,4.5576016418635845e-05,4.5693013817071915e-05,13.0,1551.0,100,,5.514258448123077e-05
1,1.0,100,20,True,skl,5.4200063459575176e-05,0.00011663301847875118,6.919901352375746e-05,5.715222912840545e-05,5.468999734148383e-05,predict,5.4200063459575176e-05,5.429098382592201e-05,,,100,1.0,7.154865843863649e-05
1,1.0,100,20,True,ort,3.597105387598276e-05,8.471496403217316e-05,4.6245986595749855e-05,3.7758530816063285e-05,3.660301445052028e-05,predict,3.597105387598276e-05,3.599701449275017e-05,13.0,1633.0,100,,4.818661543164978e-05
1,1.0,100,20,True,skl,0.0001092120073735714,0.0001612860942259431,0.00013434200081974268,0.00011425397242419422,0.00011075899237766862,predict_proba,0.0001092120073735714,0.0001095789484679699,,,100,1.0,0.00012971983213903344
1,1.0,100,20,True,ort,3.7451041862368584e-05,6.231095176190138e-05,4.8370915465056896e-05,3.901438787579536e-05,3.777345409616828e-05,predict_proba,3.7451041862368584e-05,3.7488993257284164e-05,13.0,1633.0,100,,4.6413707111053634e-05
10,1.0,100,20,True,skl,5.631090607494116e-05,7.956195622682571e-05,7.459195330739021e-05,5.860385717824101e-05,5.675898864865303e-05,predict,5.631090607494116e-05,5.641498137265444e-05,,,100,1.0,6.791056815426374e-05
10,1.0,100,20,True,ort,3.950705286115408e-05,6.28599664196372e-05,5.054008215665817e-05,4.1287546046078206e-05,4.0045997593551874e-05,predict,3.950705286115408e-05,3.962405025959015e-05,13.0,1633.0,100,,4.8162540800664454e-05
10,1.0,100,20,True,skl,0.00011378398630768061,0.00014969496987760067,0.00014188396744430065,0.00011917813331820071,0.00011498259846121073,predict_proba,0.00011378398630768061,0.00011423893738538027,,,100,1.0,0.00013372877892053387
10,1.0,100,20,True,ort,4.606391303241253e-05,7.562106475234032e-05,6.368395406752825e-05,4.84633503947407e-05,4.751095548272133e-05,predict_proba,4.606391303241253e-05,4.608905874192715e-05,13.0,1633.0,100,,5.818309662104573e-05
1,1.0,100,20,False,skl,5.384301766753197e-05,0.0001025079982355237,7.652293425053358e-05,5.6586870923638346e-05,5.439046071842313e-05,predict,5.384301766753197e-05,5.410297308117151e-05,,,100,1.0,6.990849343948939e-05
1,1.0,100,20,False,ort,3.6139972507953644e-05,8.32659425213933e-05,4.5528984628617764e-05,3.786104614846408e-05,3.654550528153777e-05,predict,3.6139972507953644e-05,3.6202953197062016e-05,13.0,1633.0,100,,4.8559256552582815e-05
1,1.0,100,20,False,skl,0.0001086259726434946,0.00016928103286772966,0.00013209297321736813,0.0001133702415972948,0.00010948599083349109,predict_proba,0.0001086259726434946,0.00010887498501688242,,,100,1.0,0.000129871684406583
1,1.0,100,20,False,ort,3.756699152290821e-05,5.5490992963314056e-05,4.825799260288477e-05,3.911303472705185e-05,3.786798333749175e-05,predict_proba,3.756699152290821e-05,3.7639052607119083e-05,13.0,1633.0,100,,4.575916965284613e-05
10,1.0,100,20,False,skl,5.608797073364258e-05,7.742701563984156e-05,7.321196608245373e-05,5.826111068017781e-05,5.660700844600797e-05,predict,5.608797073364258e-05,5.6146993301808834e-05,,,100,1.0,6.629506215421107e-05
10,1.0,100,20,False,ort,3.944896161556244e-05,6.313098128885031e-05,4.9013993702828884e-05,4.119102959521115e-05,3.9816542994230986e-05,predict,3.944896161556244e-05,3.955897409468889e-05,13.0,1633.0,100,,4.846880341557867e-05
10,1.0,100,20,False,skl,0.00011455395724624395,0.00014439201913774014,0.00014122098218649626,0.00011925196857191622,0.00011552951764315367,predict_proba,0.00011455395724624395,0.00011484907008707523,,,100,1.0,0.00013273663860568528
10,1.0,100,20,False,ort,4.5962980948388577e-05,6.656500045210123e-05,6.333296187222004e-05,4.7886943211779e-05,4.6386499889194965e-05,predict_proba,4.5962980948388577e-05,4.608510062098503e-05,13.0,1633.0,100,,5.6012565394669036e-05
1,1.0,100,50,True,skl,5.392602179199457e-05,0.00010944099631160498,7.212895434349775e-05,5.645659868605435e-05,5.444249836727977e-05,predict,5.392602179199457e-05,5.4075964726507664e-05,,,100,1.0,6.921000904575972e-05
1,1.0,100,50,True,ort,3.60170379281044e-05,9.150803089141846e-05,4.578102380037308e-05,3.764335648156702e-05,3.644445678219199e-05,predict,3.60170379281044e-05,3.6195036955177784e-05,13.0,1873.0,100,,4.9208969163597236e-05
1,1.0,100,50,True,skl,0.0001088839489966631,0.0001714379759505391,0.00012869690544903278,0.00011332682217471301,0.00011000351514667273,predict_proba,0.0001088839489966631,0.00010904599912464619,,,100,1.0,0.0001289166321771675
1,1.0,100,50,True,ort,3.76460375264287e-05,5.469098687171936e-05,4.819291643798351e-05,3.9265345549210906e-05,3.803300205618143e-05,predict_proba,3.76460375264287e-05,3.766303416341543e-05,13.0,1873.0,100,,4.533791844052451e-05
10,1.0,100,50,True,skl,5.679100286215544e-05,8.078990504145622e-05,7.515400648117065e-05,5.946186487562955e-05,5.7281460613012314e-05,predict,5.679100286215544e-05,5.69300027564168e-05,,,100,1.0,6.895218837387374e-05
10,1.0,100,50,True,ort,4.18730778619647e-05,7.131102029234171e-05,5.237001460045576e-05,4.3573251459747553e-05,4.22024168074131e-05,predict,4.18730778619647e-05,4.191300831735134e-05,13.0,1873.0,100,,5.1607020506633625e-05
10,1.0,100,50,True,skl,0.00011523894499987364,0.0001631779596209526,0.00015616905875504017,0.00012126278830692173,0.00011879490921273828,predict_proba,0.00011523894499987364,0.00011541706044226885,,,100,1.0,0.00013892041168146084
10,1.0,100,50,True,ort,4.837103188037872e-05,7.28630693629384e-05,6.36889599263668e-05,5.096147884614766e-05,5.0015049055218697e-05,predict_proba,4.837103188037872e-05,4.8640999011695385e-05,13.0,1873.0,100,,5.824389021388119e-05
1,1.0,100,50,False,skl,5.397095810621977e-05,0.00011842104140669107,7.230392657220364e-05,5.650859558954835e-05,5.44340000487864e-05,predict,5.397095810621977e-05,5.402893293648958e-05,,,100,1.0,7.090814649923399e-05
1,1.0,100,50,False,ort,3.617000766098499e-05,8.565897587686777e-05,4.718208219856024e-05,3.848440130241215e-05,3.6632001865655184e-05,predict,3.617000766098499e-05,3.623403608798981e-05,13.0,1873.0,100,,5.099166927889523e-05
1,1.0,100,50,False,skl,0.0001091960584744811,0.00018018297851085663,0.00013709103222936392,0.00011478590546175838,0.00011331151472404599,predict_proba,0.0001091960584744811,0.00010934995952993631,,,100,1.0,0.0001323596257780806
1,1.0,100,50,False,ort,3.760308027267456e-05,5.4407049901783466e-05,4.6989996917545795e-05,3.915631677955389e-05,3.796152304857969e-05,predict_proba,3.760308027267456e-05,3.763602580875158e-05,13.0,1873.0,100,,4.5724002472543645e-05
10,1.0,100,50,False,skl,5.6777033023536205e-05,9.168405085802078e-05,7.999700028449297e-05,5.9289755299687385e-05,5.7190016377717257e-05,predict,5.6777033023536205e-05,5.683302879333496e-05,,,100,1.0,7.038221771352243e-05
10,1.0,100,50,False,ort,4.130508750677109e-05,6.828096229583025e-05,5.5523007176816463e-05,4.307147231884301e-05,4.174647619947791e-05,predict,4.130508750677109e-05,4.135596100240946e-05,13.0,1873.0,100,,5.097366439163473e-05
10,1.0,100,50,False,skl,0.00011503405403345823,0.00015817699022591114,0.0001430930569767952,0.00011934479582123458,0.00011587602784857154,predict_proba,0.00011503405403345823,0.0001152310287579894,,,100,1.0,0.00013384430825057636
10,1.0,100,50,False,ort,4.798604641109705e-05,7.207889575511217e-05,6.530596874654293e-05,4.976065829396248e-05,4.83705080114305e-05,predict_proba,4.798604641109705e-05,4.805100616067648e-05,13.0,1873.0,100,,5.793813193324439e-05
1,1.0,100,100,True,skl,5.541299469769001e-05,0.00011396198533475399,7.442699279636145e-05,5.85594936273992e-05,5.6208460591733456e-05,predict,5.541299469769001e-05,5.568796768784523e-05,,,100,1.0,7.258685635864403e-05
1,1.0,100,100,True,ort,3.757304511964321e-05,8.975202217698097e-05,4.7573004849255085e-05,3.9320067735388875e-05,3.793055657297373e-05,predict,3.757304511964321e-05,3.761309199035168e-05,13.0,2273.0,100,,5.106524529061545e-05
1,1.0,100,100,True,skl,0.00011219701264053583,0.00015961402095854282,0.00013890303671360016,0.00011756536550819874,0.00011367048136889935,predict_proba,0.00011219701264053583,0.00011282297782599926,,,100,1.0,0.00013397978788225653
1,1.0,100,100,True,ort,3.8831960409879684e-05,5.5495067499578e-05,4.911399446427822e-05,4.066909896209836e-05,3.942300099879503e-05,predict_proba,3.8831960409879684e-05,3.8924976252019405e-05,13.0,2273.0,100,,4.712657614757145e-05
10,1.0,100,100,True,skl,5.98379410803318e-05,0.00011825095862150192,7.875205483287573e-05,6.270394893363118e-05,6.0557504184544086e-05,predict,5.98379410803318e-05,6.0086022131145e-05,,,100,1.0,7.636215646444441e-05
10,1.0,100,100,True,ort,4.3536070734262466e-05,0.00012793601490557194,6.037997081875801e-05,4.621626692824066e-05,4.4106971472501755e-05,predict,4.3536070734262466e-05,4.372198600322008e-05,13.0,2273.0,100,,6.373782558180487e-05
10,1.0,100,100,True,skl,0.00011969706974923611,0.00017261598259210587,0.0001400079345330596,0.00012499633594416083,0.00012080051237717271,predict_proba,0.00011969706974923611,0.00011983909644186497,,,100,1.0,0.00014090098459178292
10,1.0,100,100,True,ort,5.039700772613287e-05,7.46800797060132e-05,6.662704981863499e-05,5.229416536167264e-05,5.0888978876173496e-05,predict_proba,5.039700772613287e-05,5.053903441876173e-05,13.0,2273.0,100,,6.021828885816582e-05
1,1.0,100,100,False,skl,5.5773998610675335e-05,0.00011374906171113253,6.931996904313564e-05,5.860131699591875e-05,5.637004505842924e-05,predict,5.5773998610675335e-05,5.5890996009111404e-05,,,100,1.0,7.171455138669617e-05
1,1.0,100,100,False,ort,3.770797047764063e-05,9.619095362722874e-05,4.768604412674904e-05,3.9452938362956044e-05,3.801402635872364e-05,predict,3.770797047764063e-05,3.7770951166749e-05,13.0,2273.0,100,,5.180549145154308e-05
1,1.0,100,100,False,skl,0.00011229293886572123,0.00015985302161425352,0.00013579102233052254,0.00011733912630006671,0.0001133980113081634,predict_proba,0.00011229293886572123,0.00011252600234001875,,,100,1.0,0.000132253703843827
1,1.0,100,100,False,ort,3.900798037648201e-05,5.704700015485287e-05,4.912202712148428e-05,4.0665443520992994e-05,3.947754157707095e-05,predict_proba,3.900798037648201e-05,3.918504808098078e-05,13.0,2273.0,100,,4.7283821658866584e-05
10,1.0,100,100,False,skl,5.977798718959093e-05,8.611299563199282e-05,7.115595508366823e-05,6.207146565429866e-05,6.0256978031247854e-05,predict,5.977798718959093e-05,5.98409678786993e-05,,,100,1.0,7.09826728334039e-05
10,1.0,100,100,False,ort,4.341697786003351e-05,7.055490277707577e-05,5.3614028729498386e-05,4.519058507867157e-05,4.384003113955259e-05,predict,4.341697786003351e-05,4.3482985347509384e-05,13.0,2273.0,100,,5.3706077267589276e-05
10,1.0,100,100,False,skl,0.00011999998241662979,0.00017559702973812819,0.0001437889877706766,0.0001247904065530747,0.00012088404037058353,predict_proba,0.00011999998241662979,0.0001201119739562273,,,100,1.0,0.00014131105062796835
10,1.0,100,100,False,ort,5.016603972762823e-05,6.872601807117462e-05,6.455904804170132e-05,5.216107238084078e-05,5.072052590548992e-05,predict_proba,5.016603972762823e-05,5.043693818151951e-05,13.0,2273.0,100,,5.953601021543646e-05
1,1.0,100,200,True,skl,5.776702892035246e-05,0.00013780093286186457,6.964197382330894e-05,5.9413611888885496e-05,5.8166973758488894e-05,predict,5.776702892035246e-05,5.7884957641363144e-05,,,100,1.0,7.527100962784463e-05
1,1.0,100,200,True,ort,3.8914033211767673e-05,0.00010808405932039022,4.5854016207158566e-05,4.022700130008161e-05,3.93675290979445e-05,predict,3.8914033211767673e-05,3.9016944356262684e-05,13.0,3076.0,100,,5.372987326824217e-05
1,1.0,100,200,True,skl,0.00011602602899074554,0.0001655779778957367,0.00013227504678070545,0.00011869999230839313,0.00011687952792271972,predict_proba,0.00011602602899074554,0.00011620402801781893,,,100,1.0,0.00013028775531604726
1,1.0,100,200,True,ort,4.072999581694603e-05,6.020709406584501e-05,4.6588946133852005e-05,4.15637472178787e-05,4.1120045352727175e-05,predict_proba,4.072999581694603e-05,4.081800580024719e-05,13.0,3076.0,100,,4.5809758151857356e-05
10,1.0,100,200,True,skl,6.322399713099003e-05,9.224307723343372e-05,6.944802589714527e-05,6.441223900765181e-05,6.3752057030797e-05,predict,6.322399713099003e-05,6.333005148917437e-05,,,100,1.0,7.099976355201132e-05
10,1.0,100,200,True,ort,4.701991565525532e-05,7.790303789079189e-05,5.27380034327507e-05,4.791715298779309e-05,4.7381967306137085e-05,predict,4.701991565525532e-05,4.710804205387831e-05,13.0,3076.0,100,,5.411649499529635e-05
10,1.0,100,200,True,skl,0.0001254070084542036,0.0001563460100442171,0.0001435460289940238,0.0001277619751635939,0.0001262644655071199,predict_proba,0.0001254070084542036,0.00012557604350149632,,,100,1.0,0.00013680553012356252
10,1.0,100,200,True,ort,5.384697578847408e-05,7.35489884391427e-05,5.874002818018198e-05,5.466062924824655e-05,5.4295058362185955e-05,predict_proba,5.384697578847408e-05,5.392602179199457e-05,13.0,3076.0,100,,5.880739235258053e-05
1,1.0,100,200,False,skl,5.7850033044815063e-05,0.00013878196477890015,6.5792934037745e-05,5.9631194453686475e-05,5.8354518841952085e-05,predict,5.7850033044815063e-05,5.803594831377268e-05,,,100,1.0,7.558154464552733e-05
1,1.0,100,200,False,ort,3.931496758013964e-05,0.00010552594903856516,4.514399915933609e-05,4.0530796395614745e-05,3.972998820245266e-05,predict,3.931496758013964e-05,3.936910070478916e-05,13.0,3076.0,100,,5.344068638141045e-05
1,1.0,100,200,False,skl,0.00011639005970209837,0.00016410206444561481,0.0001315189292654395,0.00011870544054545462,0.00011714245192706585,predict_proba,0.00011639005970209837,0.00011643499601632357,,,100,1.0,0.00012964326487564703
1,1.0,100,200,False,ort,4.05280152335763e-05,5.756900645792484e-05,4.6345056034624577e-05,4.134346731007099e-05,4.102394450455904e-05,predict_proba,4.05280152335763e-05,4.0675047785043716e-05,13.0,3076.0,100,,4.49932397017294e-05
10,1.0,100,200,False,skl,6.353191565722227e-05,8.996296674013138e-05,7.239205297082663e-05,6.453665439039469e-05,6.392505019903183e-05,predict,6.353191565722227e-05,6.359792314469814e-05,,,100,1.0,7.024327017456875e-05
10,1.0,100,200,False,ort,4.6967994421720505e-05,7.8722951002419e-05,5.317910108715296e-05,4.801462520845234e-05,4.7485518734902143e-05,predict,4.6967994421720505e-05,4.72069950774312e-05,13.0,3076.0,100,,5.437177484001807e-05
10,1.0,100,200,False,skl,0.000125808990560472,0.0001728750066831708,0.00014442193787544966,0.00012845707708038388,0.00012675451580435038,predict_proba,0.000125808990560472,0.0001261188881471753,,,100,1.0,0.00013971066539717478
10,1.0,100,200,False,ort,5.370797589421272e-05,0.00010301102884113789,6.136100273579359e-05,5.4866572609171273e-05,5.415198393166065e-05,predict_proba,5.370797589421272e-05,5.379493813961744e-05,13.0,3076.0,100,,6.46315380075709e-05
